#Source                    |Destination                |Total Strands|Capacity|Bid  |Client
#=============================================================================================
Kansas City, Missouri      ; Madison, Wisconsin        ;            7;      57;  871;     0
Kansas City, Missouri      ; Denver, Colorado          ;           10;      72;  639;  1876
Kansas City, Missouri      ; Madison, Wisconsin        ;            8;      25;  896;  1877
Kansas City, Missouri      ; Madison, Wisconsin        ;            6;      49;  653;  1878
Kansas City, Missouri      ; Denver, Colorado          ;            8;      63;  868;  1879
San Francisco, California  ; Madison, Wisconsin        ;           10;      66;  642;  1880
Kansas City, Missouri      ; Madison, Wisconsin        ;            2;      22;  690;  1881
San Francisco, California  ; Salt Lake City, Utah      ;            4;      69;  970;  1882
San Francisco, California  ; Salt Lake City, Utah      ;           10;       9;  863;  1883
Denver, Colorado           ; Madison, Wisconsin        ;            5;      26;  937;  1884
Kansas City, Missouri      ; Salt Lake City, Utah      ;            9;      81;  751;  1885
Kansas City, Missouri      ; Denver, Colorado          ;            8;      96;  658;  1886
San Francisco, California  ; Madison, Wisconsin        ;           10;      92;  769;  1887
Denver, Colorado           ; Madison, Wisconsin        ;           10;      63;  843;  1888
San Francisco, California  ; Madison, Wisconsin        ;           10;      76;  644;  1889
San Francisco, California  ; Denver, Colorado          ;            2;      89;  739;  1890
San Francisco, California  ; Salt Lake City, Utah      ;            1;      37;  751;  1891
Denver, Colorado           ; Madison, Wisconsin        ;           10;      85;  970;  1892
San Francisco, California  ; Madison, Wisconsin        ;            3;      33;  703;  1893
Denver, Colorado           ; Salt Lake City, Utah      ;           10;      18;  685;  1894
San Francisco, California  ; Salt Lake City, Utah      ;            7;      32;  704;  1895
Kansas City, Missouri      ; Madison, Wisconsin        ;            4;      52;  654;  1896
San Francisco, California  ; Salt Lake City, Utah      ;            9;      45;  708;  1897
San Francisco, California  ; Salt Lake City, Utah      ;            9;      75;  841;  1898
Denver, Colorado           ; Madison, Wisconsin        ;            1;      98;  859;  1899
Kansas City, Missouri      ; Salt Lake City, Utah      ;            9;       1;  847;  1900
Kansas City, Missouri      ; Denver, Colorado          ;            6;      26;  805;  1901
Kansas City, Missouri      ; Salt Lake City, Utah      ;            7;      34;  868;  1902
Denver, Colorado           ; Madison, Wisconsin        ;            8;      24;  764;  1903
Kansas City, Missouri      ; Madison, Wisconsin        ;            5;      47;  617;  1904
Denver, Colorado           ; Madison, Wisconsin        ;            8;      95;  885;  1905
San Francisco, California  ; Salt Lake City, Utah      ;            2;      51;  954;  1906
San Francisco, California  ; Denver, Colorado          ;            7;      98;  686;  1907
San Francisco, California  ; Salt Lake City, Utah      ;            8;      17;  688;  1908
Kansas City, Missouri      ; Salt Lake City, Utah      ;            7;      38;  676;  1909
Denver, Colorado           ; Madison, Wisconsin        ;            4;      55;  684;  1910
Denver, Colorado           ; Madison, Wisconsin        ;            3;       9;  998;  1911
Denver, Colorado           ; Madison, Wisconsin        ;            3;      22;  953;  1912
Denver, Colorado           ; Salt Lake City, Utah      ;            2;      45;  690;  1913
Denver, Colorado           ; Salt Lake City, Utah      ;            8;       5;  741;  1914
Kansas City, Missouri      ; Denver, Colorado          ;           10;       2;  823;  1915
San Francisco, California  ; Denver, Colorado          ;            1;      92;  982;  1916
Denver, Colorado           ; Madison, Wisconsin        ;            7;      41;  971;  1917
Denver, Colorado           ; Salt Lake City, Utah      ;            5;      55;  627;  1918
San Francisco, California  ; Salt Lake City, Utah      ;            7;      61;  858;  1919
San Francisco, California  ; Madison, Wisconsin        ;            2;      10;  908;  1920
San Francisco, California  ; Madison, Wisconsin        ;            6;     100;  830;  1921
Denver, Colorado           ; Madison, Wisconsin        ;            6;      36;  796;  1922
Denver, Colorado           ; Salt Lake City, Utah      ;            3;      65;  657;  1923
Denver, Colorado           ; Madison, Wisconsin        ;           10;      96;  708;  1924
Kansas City, Missouri      ; Denver, Colorado          ;            2;       6;  803;  1925
Kansas City, Missouri      ; Madison, Wisconsin        ;            5;      12;  727;  1926
Denver, Colorado           ; Madison, Wisconsin        ;            6;      25;  821;  1927
Denver, Colorado           ; Madison, Wisconsin        ;            7;      60;  639;  1928
San Francisco, California  ; Madison, Wisconsin        ;            6;      29;  937;  1929
Kansas City, Missouri      ; Salt Lake City, Utah      ;            6;      80;  838;  1930
Denver, Colorado           ; Salt Lake City, Utah      ;            9;      83;  831;  1931
Kansas City, Missouri      ; Denver, Colorado          ;            7;       1;  883;  1932
Kansas City, Missouri      ; Salt Lake City, Utah      ;            5;      47;  623;  1933
Kansas City, Missouri      ; Salt Lake City, Utah      ;            9;      73;  770;  1934
Kansas City, Missouri      ; Denver, Colorado          ;            2;      19;  970;  1935
Denver, Colorado           ; Salt Lake City, Utah      ;            2;      28;  636;  1936
Denver, Colorado           ; Madison, Wisconsin        ;            5;      37;  922;  1937
Denver, Colorado           ; Salt Lake City, Utah      ;            5;      69;  962;  1938
San Francisco, California  ; Madison, Wisconsin        ;            7;      85;  620;  1939
Denver, Colorado           ; Salt Lake City, Utah      ;            4;       6;  658;  1940
Denver, Colorado           ; Salt Lake City, Utah      ;            5;       9;  943;  1941
Kansas City, Missouri      ; Salt Lake City, Utah      ;           10;      56;  929;  1942
San Francisco, California  ; Salt Lake City, Utah      ;            1;      20;  855;  1943
San Francisco, California  ; Salt Lake City, Utah      ;           10;      87;  727;  1944
Kansas City, Missouri      ; Madison, Wisconsin        ;            9;      94;  918;  1945
San Francisco, California  ; Madison, Wisconsin        ;            6;      94;  833;  1946
Denver, Colorado           ; Salt Lake City, Utah      ;            8;      75;  962;  1947
Denver, Colorado           ; Madison, Wisconsin        ;           10;      30;  794;  1948
Denver, Colorado           ; Madison, Wisconsin        ;           10;      78;  990;  1949
Denver, Colorado           ; Salt Lake City, Utah      ;           10;      28;  693;  1950
Kansas City, Missouri      ; Denver, Colorado          ;            7;      83;  820;  1951
San Francisco, California  ; Denver, Colorado          ;            5;      88;  812;  1952
San Francisco, California  ; Denver, Colorado          ;            6;      58;  742;  1953
San Francisco, California  ; Madison, Wisconsin        ;            8;      25;  957;  1954
Denver, Colorado           ; Madison, Wisconsin        ;            9;      82;  845;  1955
Kansas City, Missouri      ; Madison, Wisconsin        ;            3;      95;  877;  1956
Denver, Colorado           ; Salt Lake City, Utah      ;            2;      94;  891;  1957
San Francisco, California  ; Salt Lake City, Utah      ;            1;      69;  877;  1958
Denver, Colorado           ; Madison, Wisconsin        ;            5;      31;  901;  1959
Kansas City, Missouri      ; Denver, Colorado          ;            4;      29;  988;  1960
Kansas City, Missouri      ; Salt Lake City, Utah      ;            3;      59;  833;  1961
Kansas City, Missouri      ; Salt Lake City, Utah      ;            4;      89;  963;  1962
San Francisco, California  ; Denver, Colorado          ;            6;      29;  724;  1963
Kansas City, Missouri      ; Madison, Wisconsin        ;            3;      19;  629;  1964
Kansas City, Missouri      ; Denver, Colorado          ;           10;      51;  736;  1965
San Francisco, California  ; Madison, Wisconsin        ;            6;      66;  715;  1966
Denver, Colorado           ; Salt Lake City, Utah      ;            4;       4;  916;  1967
San Francisco, California  ; Denver, Colorado          ;           10;      73;  753;  1968
Kansas City, Missouri      ; Madison, Wisconsin        ;            2;       8;  901;  1969
Denver, Colorado           ; Madison, Wisconsin        ;            3;      73;  771;  1970
Kansas City, Missouri      ; Madison, Wisconsin        ;            6;       5;  653;  1971
San Francisco, California  ; Madison, Wisconsin        ;            4;      37;  645;  1972
Denver, Colorado           ; Salt Lake City, Utah      ;            5;      15;  620;  1973
San Francisco, California  ; Madison, Wisconsin        ;            5;      59;  615;  1974
Denver, Colorado           ; Salt Lake City, Utah      ;            8;      11;  683;  1975
Kansas City, Missouri      ; Salt Lake City, Utah      ;            6;      35;  919;  1976
Denver, Colorado           ; Salt Lake City, Utah      ;            2;      72;  702;  1977
Kansas City, Missouri      ; Denver, Colorado          ;            6;      87;  957;  1978
San Francisco, California  ; Denver, Colorado          ;            1;       2;  951;  1979
San Francisco, California  ; Salt Lake City, Utah      ;           10;      97;  746;  1980
Denver, Colorado           ; Madison, Wisconsin        ;            1;      74;  739;  1981
Denver, Colorado           ; Salt Lake City, Utah      ;            5;      25;  872;  1982
Kansas City, Missouri      ; Salt Lake City, Utah      ;            2;      60;  927;  1983
Kansas City, Missouri      ; Salt Lake City, Utah      ;            7;      27;  634;  1984
Kansas City, Missouri      ; Madison, Wisconsin        ;            9;      90;  617;  1985
Kansas City, Missouri      ; Denver, Colorado          ;            3;      57;  957;  1986
Denver, Colorado           ; Salt Lake City, Utah      ;            9;      43;  833;  1987
Denver, Colorado           ; Madison, Wisconsin        ;            1;      15;  614;  1988
San Francisco, California  ; Salt Lake City, Utah      ;            3;      14;  714;  1989
San Francisco, California  ; Denver, Colorado          ;            3;      32;  628;  1990
Denver, Colorado           ; Salt Lake City, Utah      ;            5;      48;  755;  1991
Kansas City, Missouri      ; Salt Lake City, Utah      ;            5;      50;  839;  1992
Denver, Colorado           ; Madison, Wisconsin        ;            3;      54;  832;  1993
